Agg Node,State,Hours,Bandwidth (Mbps),98th-%ile Payload (Mbps),*Spurious Capacity Provided,Total BW Limited Hours,BW Limited Days,Total Statistical Clipping Hours,Statistical Clipping Days,Likely Also RAN Limited,Congestion Model Fit,Model Congestion of Interest,Rank,Node ,Unknown
EBFI,NSW,564,,13.12,,0,0,14,5,No,Poor,High,261,EBFIFU0,0.01393391
KORD0X1,WA,531,123,78.45,,0,0,32,7,Yes,Moderate,High,262,KORDFM1,0.01391684
MKUG0T1,NSW,564,9990,109.52,,0,0,12,2,No,Moderate,High,263,MKUGCM1,0.01390664
MUAD0X1,WA,532,257,154.51,,0,0,41,14,No,Moderate,High,264,MUADEM1,0.01389505
MNBD0T1,VIC,564,9997,272.65,,0,0,30,9,No,Good,High,265,MNBDCM1,0.01388195
NWED0T1,VIC,557,10000,124.77,,0,0,30,10,No,Poor,High,266,NWEDCM1,0.01387153
BMVW0X1,NSW,547,123,59.88,,0,0,16,3,No,Good,High,267,BMVWFM1,0.01386571
KAUD0X1,VIC,538,123,26.68,,0,0,16,5,No,Good,High,268,KAUDFM0,0.01384707
DNEY0X1,NSW,528,39,25.07,,0,0,19,5,No,Moderate,High,269,DNEYFM2,0.01383817
NENW0T1,QLD,566,10000,213.68,,0,0,22,7,No,Poor,High,270,NENWCM2,0.01382942
HEEK0X1,SA,552,123,45.59,,0,0,19,5,No,Moderate,High,271,HEEKFM1,0.01382624
BVKK0X1,VIC,556,39,37.96,,23,6,36,12,No,Moderate,High,272,BVKKFM0,0.0137833
SVOK0X1,SA,533,123,53.89,,0,0,19,5,No,Moderate,High,273,SVOKFM1,0.01374801
WHTU0X1,NSW,536,123,61.43,,0,0,23,6,No,Moderate,High,274,WHTUFM1,0.01373853
KOCN0X1,VIC,555,81,63.6,,0,0,31,10,No,Moderate,High,275,KOCNFM1,0.01371748
NHRM0T1,NT,565,77,41.41,,0,0,24,5,No,Poor,High,276,NHRMFM1,0.01370903
SKHD0X1,WA,531,77,74.13,,24,5,59,15,No,Moderate,High,277,SKHDFM1,0.0137016
BOILBX1,SA,531,123,62.07,,0,0,23,6,No,Moderate,High,278,BOILEM1,0.01368491
LMHL0X1,TAS,554,249,96.41,,0,0,36,9,No,Moderate,High,279,LMHLFM0,0.01367172
DFTP0T1,NSW,564,39,25.07,,0,0,20,5,No,Poor,High,280,DFTPFM1,0.01366882
TRHD0T1,VIC,564,9997,253.09,,0,0,29,9,No,Good,High,281,TRHDCM1,0.0136572
YAJU0X1,VIC,542,990,148.97,,0,0,24,6,Yes,Moderate,High,282,YAJUEM1,0.0136037
REBMVG0001,NSW,589,26,21.08,,0,0,79,9,No,Poor,High,283,BMVGFM1,0.01358927
FDNC0T1,QLD,566,165,23.18,,0,0,19,5,No,Poor,High,284,FDNCFM0,0.01357113
MBPD0X1,VIC,557,123,30.41,,0,0,19,3,No,Poor,High,285,MBPDFM0,0.01356558
MWIK0T1,SA,565,123,61.57,,0,0,18,5,No,Moderate,High,286,MWIKFM1,0.01356547
CQAY0X1,SA,532,39,39.02,,112,18,112,18,No,Moderate,High,287,CQAYFM1,0.01356115
KGWK0X1,VIC,557,39,38.87,,149,21,157,21,Yes,Good,High,288,KGWKFM1,0.0135512
SGFL0X1,NSW,537,990,439.96,,0,0,20,6,Yes,Good,High,289,SGFLAM1,0.01354501
BGYY0X1,VIC,556,39,38.78,,177,22,195,22,Yes,Moderate,High,290,BGYYFM1,0.01353035
GNYY0X1,VIC,536,39,38.94,,122,23,123,23,No,Good,High,291,GNYYFM1,0.01352533
WFEM0X1,NSW,556,123,49.24,,0,0,16,3,No,Moderate,High,292,WFEMFM0,0.01348604
WEOD0T1,NSW,564,990,83.71,,0,0,18,5,No,Moderate,High,293,WEODFM1,0.01348587
RURD0X1,WA,553,165,127.55,,0,0,34,11,No,Poor,High,294,RURDFM1,0.01348061
QDEZ0T1,VIC,564,9990,121.8,,0,0,19,5,No,Good,High,295,QDEZCM1,0.01347081
KNOL0X1,SA,553,1000,144.12,,0,0,29,6,No,Moderate,High,296,KNOLEM1,0.01345851
WNOX0X1,WA,551,39,28.09,,0,0,23,7,No,Poor,High,297,WNOXFM0,0.01344781
BSLT0T1,SA,565,123,52.57,,0,0,13,3,No,Poor,High,298,BSLTFM1,0.01344661
MQAO0X1,VIC,539,39,38.99,,241,24,241,24,No,Good,High,299,MQAOFM2,0.013419
AVFU0T1,WA,567,39,28.48,,0,0,18,5,No,Poor,High,300,AVFUFM1,0.01339415
BWMU0X1,NSW,535,81,28.52,,0,0,13,2,No,Moderate,High,301,BWMUFM1,0.01339369
PLWO0X1,QLD,549,207,194.82,,7,1,25,6,No,Moderate,High,302,PLWOEM1,0.01337779
MKNT0X1,QLD,530,123,116.68,,10,2,57,17,Yes,Good,High,303,MKNTFM1,0.01337266
WPVN0X1,WA,530,123,112.32,,1,0,32,8,Yes,Moderate,High,304,WPVNFM1,0.01335935
PNSG0T1,NSW,564,165,90.46,,0,0,22,7,Yes,Good,High,305,PNSGFM1,0.01335563
WFJJ0T1,,464,81,46.56,,0,0,13,4,No,Moderate,High,306,,0.01335474
MVQD0X1,VIC,557,165,112.31,,0,0,27,8,Yes,Moderate,High,307,MVQDFM1,0.01334927
SPGD0X1,TAS,539,123,29.63,,0,0,18,3,No,Poor,High,308,SPGDFM0,0.01331157
MQBD0X1,TAS,552,81,52.74,,0,0,20,5,No,Moderate,High,309,MQBDFM0,0.01328298
TWUH0X1,NSW,556,39,36.93,,11,3,29,8,No,Poor,High,310,TWUHFM1,0.01325812
DELB0T1,SA,565,207,74.65,,0,0,19,5,No,Moderate,High,311,DELBFM1,0.01325551
BSKR0T1,QLD,566,77,69.43,,0,0,40,14,Yes,Good,High,312,BSKRFM1,0.01323232
OGVD0T1,WA,567,9990,226.91,,0,0,17,5,No,Good,High,313,OGVDAM1,0.01321859
DBOY0X1,WA,530,39,35.73,,3,1,28,6,No,Moderate,High,314,DBOYFM1,0.01320167
WCOO0T1,QLD,566,10000,149.06,,0,0,32,7,No,Good,High,315,WCOOCM1,0.01317775
MUGD0T1,WA,567,9990,301.54,,0,0,24,4,No,Good,High,316,MUGDCM1,0.01316036
WIKA0X1,SA,532,123,81.13,,0,0,24,9,No,Good,High,317,WIKAEM1,0.01314043
TKHD0X1,WA,532,81,36.96,,0,0,14,6,No,Moderate,High,318,TKHDFM2,0.01312935
NTUE0X1,NT,531,1000,188.73,,0,0,52,13,Yes,Moderate,High,319,NTUEEM1,0.01312901
YPLN0X1,VIC,553,39,37.69,,15,3,24,5,No,Poor,High,320,YPLNFM1,0.01311819
OKFD0T1,WA,567,10000,168.44,,0,0,17,3,No,Good,High,321,OKFDCM1,0.0131175
WWOL0X1,SA,530,81,76.37,,9,2,48,10,Yes,Moderate,High,322,WWOLFM1,0.01307759
NIER0X1,NSW,538,39,37.6,,20,4,47,8,No,Moderate,High,323,NIERFM1,0.01307382
REJC0X1,VIC,557,123,50.31,,0,0,17,3,No,Poor,High,324,REJCFM1,0.01306185
COPD0T1,TAS,564,39,28.51,,0,0,25,6,No,Moderate,High,325,COPDFM0,0.01305973
BYRE0X1,NT,553,123,107.82,,0,0,27,9,No,Moderate,High,326,BYREEM1,0.01301415
FRVN0X1,WA,530,39,31.46,,0,0,16,5,No,Poor,High,327,FRVNFM0,0.01300567
SWCD0T1,VIC,564,1497,1267.06,,0,0,33,10,Yes,Moderate,High,328,SWCDCM1,0.01300442
GINM0T1,QLD,566,123,122.96,,275,25,275,25,No,Good,High,329,GINMEM1,0.01297937
WCRS0T1,NSW,564,257,62.75,,0,0,23,7,No,Good,High,330,WCRSFM1,0.01295831
LBCU0X1,WA,530,257,156.33,,0,0,22,4,No,Moderate,High,331,LBCUEM1,0.01295586
RAWG0T1,NSW,578,10000,31.6,,0,0,22,6,No,Moderate,High,332,RAWGFM0,0.01294647
IFNH0X1,NSW,553,123,56.77,,0,0,27,7,No,Moderate,High,333,IFNHFM1,0.01293187
PGSO0T1,SA,565,9997,84.01,,0,0,22,4,No,Poor,High,334,PGSOCM1,0.01291891
PCXD0X1,VIC,554,123,90.28,,0,0,18,5,Yes,Moderate,High,335,PCXDFM1,0.01290678
HEOW0X1,NSW,551,81,80.47,,35,7,45,8,Yes,Moderate,High,336,HEOWFM1,0.01290356
CWWD0T1,WA,575,10000,37.89,,0,0,17,3,No,Poor,High,337,CWWDFM0,0.01287365
MWOI,SA,547,,12.31,,0,0,14,4,No,Poor,High,338,MWOIFU0,0.01285449
NTIQ0X1,NSW,555,39,30.63,,3,1,15,3,No,Poor,High,339,NTIQFM1,0.01284501
GGUD0X1,WA,552,123,118.16,,17,3,41,13,No,Moderate,High,340,GGUDEM1,0.01284285
LRRK0X1,NSW,550,123,35.99,,0,0,18,5,No,Poor,High,341,LRRKFM1,0.01283711
TINL0X1,NT,530,165,161.79,,34,9,68,12,No,Poor,High,342,TINLEM1,0.01282622
NRQP0X1,WA,531,81,80.88,,60,17,62,17,No,Moderate,High,343,NRQPFM1,0.01281282
KBLJ0X1,WA,531,123,96.09,,0,0,19,5,Yes,Moderate,High,344,KBLJFM1,0.01280406
MENY0X1,QLD,528,257,235.8,,1,0,51,14,Yes,Good,High,345,MENYEM1,0.01279651
WDYH0X1,QLD,530,39,38.94,,248,24,251,24,No,Good,High,346,WDYHEU0,0.01279063
BNHA0T1,NSW,565,9997,441.91,,0,0,23,6,Yes,Moderate,High,347,BNHACM1,0.01277846
WDBF0X1,NSW,550,123,53.64,,0,0,22,6,No,Poor,High,348,WDBFFM0,0.01275168
CDXD0X1,VIC,556,81,54.87,,0,0,18,6,No,Poor,High,349,CMFCFU0,0.01275024
CVXV0X1,WA,530,39,20.03,,0,0,15,4,No,Poor,High,350,CVXVFM0,0.01273342
MQJY0X1,VIC,556,123,105.43,,1,0,23,6,No,Moderate,High,351,MQJYEM1,0.0127326
UKUM0X1,NSW,564,123,99.33,,0,0,32,12,No,Poor,High,352,UKUMFM1,0.01267546
KBBE0X1,SA,531,39,37.05,,11,4,23,7,No,Moderate,High,353,KBBEFM1,0.01266319
WIBK0X1,QLD,530,207,147.19,,0,0,31,11,Yes,Poor,High,354,WIBKEM1,0.01265472
MTFV0T1,NSW,564,81,61.67,,0,0,20,7,No,Moderate,High,355,MTFVFM1,0.01265262
KGTN0X1,NSW,532,39,31.51,,0,0,13,2,No,Poor,High,356,KGTNFM1,0.01264828
BVKX0X1,VIC,557,39,38.34,,48,11,56,11,No,Moderate,High,357,BVKXFM1,0.0126386
KNMM0X1,VIC,557,39,31.9,,1,0,16,3,No,Moderate,High,358,KNMMFM0,0.01263145
GGTT0X1,QLD,549,123,99.24,,0,0,30,7,No,Moderate,High,359,GGTTFM1,0.01263064
RPMW0X1,WA,551,39,38.94,,148,15,150,15,Yes,Moderate,High,360,RPMWFC1,0.01262218
CKEI0X1,NSW,534,81,29.19,,0,0,12,2,Yes,Moderate,High,361,CKEIFU0,0.01262141
PTJN0X1,SA,554,39,29.59,,0,0,27,7,No,Moderate,High,362,PTJNFM1,0.01260026
EBOW0T1,NSW,564,10000,106.93,,0,0,15,3,No,Good,High,363,EBOWCM1,0.01259928
GAEJ0X1,NSW,531,39,35.66,,2,0,35,10,No,Moderate,High,364,GAEJFM1,0.0125904
MUGN0X1,QLD,530,207,182.6,,0,0,44,13,Yes,Moderate,High,365,MUGNFM1,0.01258333
YAQV0X1,QLD,529,207,87.85,,0,0,26,6,No,Poor,High,366,YAQVFM1,0.01258139
MVQU0X1,WA,527,39,10.74,,0,0,17,4,No,Poor,High,367,MVQUFM0,0.01257575
GLCO0X1,SA,530,123,82.97,,0,0,21,5,No,Moderate,High,368,GLCOFM1,0.01256486
DRTN0X1,TAS,553,123,122.71,,74,21,77,21,No,Moderate,High,369,DRTNEM1,0.01255308
WKKD0X1,WA,527,123,104.29,,0,0,30,7,No,Moderate,High,370,WKKDFM1,0.01252935
DIEG0X1,VIC,534,81,67.78,,0,0,23,6,No,Poor,High,371,DIEGFM1,0.01249868
CPED0X1,WA,529,123,90.16,,0,0,14,3,No,Good,High,372,CPEDEM1,0.01249334
DNQD0T1,NSW,564,997,575.7,,0,0,30,10,Yes,Moderate,High,373,DNQDCM1,0.01246076
DAOE0X1,NSW,550,77,30.15,,0,0,14,4,No,Moderate,High,374,DAOEFM1,0.01243833
TAYG0X1,SA,531,81,50.59,,0,0,17,5,No,Moderate,High,375,TAYGFM1,0.01243814
NAXC0X1,TAS,537,123,100.94,,0,0,40,14,Yes,Good,High,376,NAXCFM1,0.01243068
NCUG0X1,WA,532,39,23.41,,0,0,19,5,No,Poor,High,377,NCUGFM1,0.0124189
CRBC0X1,NSW,548,77,77.15,,351,23,351,23,Yes,Good,High,378,CRBCFM1,0.01239565
BKRC0T1,NSW,564,500,54.46,,0,0,19,6,No,Poor,High,379,BKRCFM2,0.01238958
CDGG0T1,TAS,564,10000,112.87,,0,0,19,6,Yes,Good,High,380,CDGGCM1,0.01237109
CPBA0X1,QLD,550,1000,17.44,,0,0,18,6,No,Poor,High,381,CJEQFU0,0.01236038
MLMR0T1,QLD,566,123,102.19,,1,0,33,11,Yes,Good,High,382,MLMRFM1,0.01234598
BCKD0T1,VIC,564,497,441.17,,3,1,28,9,Yes,Good,High,383,BCKDCM1,0.01234285
HYLE0T1,VIC,564,123,10.49,,0,0,13,5,No,Poor,High,384,HBVVFU0,0.01233462
BSMJ0X1,NSW,552,990,110.75,,0,0,15,3,No,Good,High,385,BSMJFM1,0.01232678
EBWE0X1,QLD,543,257,244.04,,0,0,35,9,No,Poor,High,386,EBWEFM1,0.01228404
BDAD0X1,VIC,550,81,52.86,,0,0,17,4,No,Good,High,387,BDADFM1,0.01227154
DEZD0T1,TAS,564,10000,228.53,,0,0,21,4,Yes,Moderate,High,388,DEZDCM1,0.01224704
CVAZ0T1,NSW,564,497,228.36,,0,0,26,6,No,Moderate,High,389,CVAZCM1,0.01223678
CGQJ0X1,QLD,527,39,38.99,,225,22,225,22,No,Good,High,390,CGQJFM1,0.01219841
FRBG0T1,NSW,564,10000,385.3,,0,0,24,6,No,Moderate,High,391,FRBGCM1,0.0121905
HTHL0X1,SA,531,123,70.78,,0,0,17,5,No,Poor,High,392,HTHLFM1,0.01217611
CWQD0X1,VIC,536,207,41.51,,0,0,16,5,No,Poor,High,393,CWQDAM1,0.01216862
RPCR0T1,QLD,566,9990,264.56,,0,0,21,7,No,Good,High,394,RPCRCM1,0.01215648
MOBV0X1,SA,554,77,76.92,,155,23,157,23,Yes,Good,High,395,MOBVFM1,0.01212938
DENB0X1,WA,552,39,34.53,,1,0,24,5,No,Moderate,High,396,DENBFM1,0.01212356
REBIIX0001,SA,562,26,23.84,,0,0,92,17,No,Good,High,397,BIIXFM1,0.01212109
RUUC0X1,NSW,555,77,23.33,,0,0,15,4,No,Poor,High,398,FRQHFU0,0.01208557
WBRY0X1,TAS,551,123,123.06,,217,24,217,24,No,Good,High,399,WBRYEM1,0.01208025
LPDM0T1,TAS,564,257,54.51,,0,0,15,4,No,Poor,High,400,LPDMFM1,0.01207984
CWRD0X1,WA,529,123,120.38,,27,9,45,12,No,Good,High,401,CWRDEM1,0.01207548
KEHL0T1,QLD,577,9990,519.44,,0,0,29,10,Yes,Good,High,402,KEHLCM1,0.01207259
VWRG0X1,NSW,551,123,123.04,,377,24,377,24,Yes,Good,High,403,VWRGAM1,0.01206748
SGGU0X1,QLD,530,39,36.73,,10,1,23,6,No,Moderate,High,404,SGGUFM0,0.01204855
CNRU0X1,NSW,547,123,54.37,,0,0,24,7,No,Good,High,405,CNRUFM0,0.01204679
FRNY0X1,TAS,552,77,16.12,,0,0,17,7,No,Moderate,High,406,FRNYFM0,0.01204151
BQAX0X1,NSW,533,39,35.57,,4,1,17,2,No,Moderate,High,407,BQAXFM0,0.01203634
RFEG0X1,QLD,531,127,103.14,,0,0,19,7,No,Good,High,408,RFEGFM1,0.01199929
MRYH0T1,QLD,566,9997,378.55,,0,0,25,5,Yes,Good,High,409,MRYHCM1,0.01198429
BQHQ0X1,WA,531,123,38.63,,0,0,17,4,No,Moderate,High,410,BQHQFM0,0.01195902
MWYY,QLD,577,,1.99,,0,0,13,2,No,Poor,High,411,MWYYFU0,0.01195194
PWZC0X1,TAS,554,123,30.9,,0,0,25,7,No,Moderate,High,412,PWZCFM0,0.01194798
OAFL0T1,NSW,564,9997,177.09,,0,0,23,5,No,Good,High,413,OAFLCM1,0.01194733
MNUC0X1,TAS,553,123,96.48,,0,0,19,4,No,Poor,High,414,MNUCFM1,0.01193308
HWHD0X1,WA,530,123,53.96,,0,0,16,4,No,Poor,High,415,HWHDFM0,0.0119043
BQNQ0X1,QLD,529,165,86.16,,0,0,31,9,No,Moderate,High,416,BQNQFM1,0.01190349
IGUU0X1,NSW,552,123,71.52,,0,0,21,4,No,Good,High,417,IGUUFM1,0.01189019
HOYW0X1,QLD,550,1000,37.59,,0,0,17,5,No,Poor,High,418,HOYWAU0,0.01183846
MKXW0X1,WA,552,81,26.35,,0,0,19,5,No,Moderate,High,419,MKXWFM1,0.01182721
GTMG0X1,NSW,553,77,76.27,,128,21,156,22,Yes,Good,High,420,GTMGFM1,0.01180227
MVXD0T1,WA,567,500,370.2,,0,0,28,9,Yes,Good,High,421,MVXDAM1,0.01179982
BNSD0T1,VIC,564,1497,1111.24,,0,0,43,12,Yes,Good,High,422,BNSDCM1,0.01179394
BJIU,NT,529,,9.35,,0,0,14,3,No,Poor,High,423,BJIUFU0,0.01179107
BYVF0T1,QLD,566,387,83.95,,0,0,13,6,No,Poor,High,424,BYVFFU0,0.01177946
ESKY0X1,QLD,529,165,159.68,,19,6,41,13,Yes,Moderate,High,425,ESKYEM1,0.0117679
MXGG0X1,NSW,535,123,72.73,,0,0,17,3,No,Moderate,High,426,MXGGFM1,0.01175854
TCJV0X1,NSW,550,81,39.9,,0,0,22,7,No,Moderate,High,427,TCJVFM0,0.01173946
WYAR0T1,QLD,559,165,40.74,,0,0,16,4,No,Poor,High,428,WYARFM0,0.01173672
AHCG0X1,NSW,566,77,73.51,,21,4,81,16,No,Moderate,High,429,AHCGFM1,0.01173575
WDHY0X1,NSW,555,39,8.58,,0,0,12,3,No,Poor,High,430,WDHYEU0,0.01169634
CEMD0X1,WA,529,165,102.05,,0,0,22,6,No,Poor,High,431,CEMDAM1,0.0116628
PPYR0X1,NSW,548,39,31.69,,0,0,21,6,No,Poor,High,432,PPYRFM1,0.01166131
KNAP0X1,QLD,525,123,109.21,,0,0,53,13,Yes,Moderate,High,433,KNAPFM1,0.01166042
OANK0T1,SA,565,500,150.93,,0,0,22,4,No,Good,High,434,OANKCM1,0.01163989
SBNO0T1,NSW,564,123,98.09,,0,0,40,11,Yes,Good,High,435,SBNOFM1,0.01163478
BUUD0X1,WA,530,127,68.6,,0,0,18,5,No,Poor,High,436,BUUDFM1,0.01161734
GLZQ0T1,QLD,566,39,35.85,,4,0,19,4,No,Poor,High,437,GLZQFM1,0.01159501
ALUE0X1,NSW,534,123,53.07,,0,0,18,5,No,Good,High,438,ALUEFM1,0.01158785
BRFM0T1,QLD,565,257,34.56,,0,0,23,8,No,Moderate,High,439,BRFMFM0,0.01157149
PHSD0X1,VIC,539,123,46.18,,0,0,19,7,No,Moderate,High,440,PHSDFM0,0.01156014
MLGT0X1,NSW,490,123,87.18,,0,0,21,6,No,Moderate,High,441,MLGTLM1,0.0115573
OAFL0X1,NSW,533,990,25.34,,0,0,16,3,No,Poor,High,442,ALPDFU0,0.01155541
MJXO0X1,VIC,552,39,38.65,,51,13,55,13,No,Moderate,High,443,MJXOFM2,0.01153755
BOYL0X1,QLD,529,123,95.85,,0,0,34,8,Yes,Good,High,444,BOYLFM1,0.01152392
MVVG0X1,QLD,528,39,28.4,,0,0,17,4,No,Poor,High,445,MVVGFM1,0.01152385
LKEX0T1,SA,565,123,75.37,,0,0,18,6,No,Poor,High,446,LKEXFM1,0.01150723
TNWV0T1,QLD,566,10000,140.67,,0,0,23,8,No,Good,High,447,TNWVCM1,0.01150655
SYUT0X1,WA,530,39,29.51,,0,0,19,6,No,Moderate,High,448,SYUTFM1,0.01150234
QCUR0X1,QLD,531,207,161.55,,0,0,26,7,No,Poor,High,449,LKCHFU0,0.01149105
GHUU0T1,NSW,481,77,76.42,,81,17,97,19,Yes,Good,High,450,GHUUFM1,0.0114909
YUEC0X1,WA,528,81,19.05,,0,0,16,4,No,Poor,High,451,YUECFM1,0.01147811
MJQX0X1,VIC,539,39,37.72,,22,5,34,8,No,Moderate,High,452,MJQXFM1,0.01147376
PPQL0X1,QLD,529,39,38.57,,57,14,71,16,No,Moderate,High,453,PPQLFM1,0.01145195
KIND0X1,VIC,554,257,72.9,,0,0,19,7,Yes,Good,High,454,KINDFM1,0.01144477
STPG0T1,NSW,564,10000,107.46,,0,0,19,6,Yes,Good,High,455,STPGCM1,0.01143975
CYKR0T1,SA,565,990,81.8,,0,0,15,3,No,Moderate,High,456,CYKRFM1,0.0114297
GUAN0T1,QLD,566,10000,160.07,,0,0,17,4,No,Moderate,High,457,GUANCM1,0.01141687
ARPS0T1,NT,565,9997,135.7,,0,0,18,5,Yes,Poor,High,458,ARPSXM1,0.01141221
WWSO0T1,QLD,566,10000,175.33,,0,0,19,7,No,Moderate,High,459,WWSOCM1,0.01140995
IWOO0X1,SA,533,517,167.67,,0,0,14,3,No,Moderate,High,460,IWOOCM1,0.01139135
WIKD0X1,SA,532,123,93,,0,0,29,7,Yes,Good,High,461,WIKDEM2,0.01138206
MSOD0T1,WA,567,123,67.7,,0,0,26,6,No,Poor,High,462,MSODFM1,0.01137704
BYQK0X1,QLD,528,39,38.89,,109,20,109,20,No,Moderate,High,463,BYQKFM1,0.01136917
MOCR0X1,QLD,547,1000,73.68,,0,0,22,6,No,Good,High,464,MOCRFM1,0.01136492
RFNO0X1,SA,532,81,23.64,,0,0,18,4,No,Poor,High,465,RFNOFU0,0.0113233
YAKD0X1,VIC,561,123,88.26,,0,0,22,6,Yes,Moderate,High,466,YAKDFM1,0.01130171
PALE0X1,NSW,555,990,92.29,,0,0,20,4,No,Poor,High,467,PALEFM2,0.01129452
SBRH0X1,QLD,531,990,67.28,,0,0,18,4,No,Moderate,High,468,SDLIFU0,0.01129225
HTOM0T1,NSW,564,39,14.66,,0,0,16,4,No,Poor,High,469,ZMWEFU0,0.01128449
CPYN0X1,SA,531,123,54.6,,0,0,20,7,No,Moderate,High,470,CPYNFM1,0.01127711
MSBK0X1,QLD,532,127,126.97,,172,23,173,23,No,Good,High,471,MSBKEM1,0.01126979
QUTT0X1,WA,530,39,38.72,,27,8,30,8,No,Good,High,472,QUTTFM1,0.01126905
KLAD0T1,NSW,564,9990,134.23,,0,0,17,6,No,Poor,High,473,KLADCM1,0.01126571
YAGY0T1,WA,567,10000,65.97,,0,0,26,7,No,Moderate,High,474,YAGYCM1,0.01125333
TBUG0T1,QLD,577,10000,123.04,,0,0,23,6,No,Moderate,High,475,TBUGCM1,0.01124155
NGXD0T1,WA,586,10000,97.17,,0,0,30,6,No,Moderate,High,476,NGXDFM1,0.01122922
BKMO0T1,QLD,566,165,90.94,,0,0,35,7,Yes,Good,High,477,BKMOFM1,0.01122141
LPNF0X1,TAS,551,257,231.59,,3,1,22,8,No,Moderate,High,478,LPNFCM2,0.01121217
EGCM0X1,VIC,536,39,37.82,,30,10,43,12,No,Poor,High,479,EGCMFM1,0.01120698
LDTO0X1,QLD,547,249,193.18,,0,0,32,10,No,Moderate,High,480,LDTOEM1,0.01120189
WMUEBX1,QLD,530,207,99.86,,0,0,18,5,No,Good,High,481,WMUECM1,0.0111972
HSMM0X1,QLD,528,165,106.9,,0,0,21,7,No,Moderate,High,482,HSMMEM1,0.0111896
KOEG0X1,VIC,558,127,35.08,,0,0,14,4,No,Poor,High,483,KOEGFU0,0.01118873
SVDZ0X1,VIC,556,39,38.87,,73,19,78,20,No,Good,High,484,SVDZAM1,0.0111824
BMWD0X1,WA,530,1000,143.03,,0,0,27,8,No,Moderate,High,485,BMWDEM1,0.01117046
TEYH0X1,QLD,551,81,75.77,,6,2,34,10,No,Moderate,High,486,TEYHFM1,0.0111703
HTRV0X1,NSW,534,39,36.74,,8,2,34,6,No,Good,High,487,HTRVFM1,0.01115908
NUOB0X1,QLD,530,81,35.51,,0,0,15,5,No,Poor,High,488,NUOBFM1,0.0111528
MDQT0T1,NSW,564,10000,464.76,,0,0,24,4,No,Good,High,489,MDQTCM1,0.01115157
MTXD0T1,VIC,564,81,64.77,,0,0,27,7,No,Good,High,490,MTXDFM1,0.01114432
PSUK0T1,NSW,409,500,101.79,,0,0,25,8,Yes,Good,High,491,PSUKFM1,0.01112845
PICG0T1,NSW,564,490,290.47,,0,0,20,5,No,Good,High,492,PICGCM1,0.01110289
NUUN0X1,NT,531,123,83.6,,0,0,29,8,Yes,Poor,High,493,NUUNFM1,0.01108445
BLMD0X1,NSW,546,39,38.28,,36,10,51,13,No,Good,High,494,BLMDFM1,0.01107421
BQBL0X1,WA,553,39,30.09,,1,0,17,5,No,Poor,High,495,BQBLFM1,0.01106925
PIJMCX1,NT,551,1000,132.81,,0,0,15,4,No,Good,High,496,PIJMEM1,0.01105802
MGDS0X1,NSW,548,249,237.94,,13,3,43,16,Yes,Good,High,497,MGDSEM1,0.01104384
EAGH0T1,QLD,566,500,194.16,,0,0,22,5,No,Good,High,498,EAGHCM1,0.01101747
GTRT0X1,VIC,557,81,34.36,,0,0,18,5,No,Poor,High,499,GTRTFM0,0.01101046
JMBX0X1,QLD,528,81,42.55,,0,0,15,5,No,Poor,High,500,JMBXFM0,0.0110076
SQHT0X1,NSW,551,123,81.77,,0,0,24,8,No,Moderate,High,501,SQHTFM1,0.01099867
CYKT0T1,QLD,577,497,191.56,,0,0,21,5,No,Good,High,502,CYKTCM1,0.01097476
TBEU0X1,VIC,541,81,44.52,,0,0,16,5,No,Moderate,High,503,TBEUFU0,0.01093736
ABSW0X1,QLD,550,123,103.74,,0,0,30,11,Yes,Moderate,High,504,ABSWFM2,0.01093727
BERW0X1,NSW,536,990,66.12,,0,0,23,7,No,Poor,High,505,BHFTFU0,0.01092921
MJXQ0X1,VIC,552,39,27.72,,0,0,19,6,No,Moderate,High,506,MJXQFM0,0.01092446
OCVW0X1,QLD,530,39,38.81,,51,15,57,17,No,Moderate,High,507,OCVWFM2,0.01092256
GUSK0X1,QLD,530,127,92.06,,0,0,31,7,No,Moderate,High,508,GUSKFM1,0.01090686
URSO0T1,QLD,566,10000,228.74,,0,0,27,9,No,Moderate,High,509,URSOCM1,0.01090496
TKRA0T1,NSW,565,123,25.6,,0,0,16,6,No,Poor,High,510,TKRAFM0,0.01090103
PAKD0X1,WA,532,81,45.61,,0,0,16,4,No,Poor,High,511,PAKDFM0,0.01088727
CJUK0X1,VIC,552,39,38.07,,28,7,46,13,No,Moderate,High,512,CJUKFM1,0.01088182
CLNK0T1,QLD,566,9990,332.05,,0,0,17,4,No,Good,High,513,CLNKCM1,0.01087801
WMMU0X1,VIC,552,39,37.52,,15,2,19,2,No,Moderate,High,514,WMMUFM0,0.01087757
EGEG0X1,NSW,547,77,52.14,,0,0,18,6,No,Moderate,High,515,EGEGFM0,0.01086268
SVCU0X1,VIC,558,123,29.56,,0,0,15,3,No,Good,High,516,SVCUFM1,0.01085571
RUNW0T1,QLD,566,10000,398.41,,0,0,29,10,No,Good,High,517,RUNWCM1,0.01084598
SOEL0T1,SA,541,123,46.73,,0,0,17,3,No,Moderate,High,518,SOELFM1,0.0108345
WFUJ0X1,WA,552,39,21.57,,0,0,20,7,No,Poor,High,519,WFUJFM1,0.0108167
BLPD0X1,NSW,535,81,57.34,,0,0,24,9,No,Moderate,High,520,BLPDFM2,0.0108129
